,sound_label,sound_start,sound_end,word,F1_20,F1_35,F1_50,F1_65,F1_80,F2_20,F2_35,F2_50,F2_65,F2_80,participant,duration,changeF2,changeF1,trajectory,gender,changeF1norm,changeF2norm,traj_norm,child
4473,face,202.726950805768,202.815419345821,THEY,367.9,380.21,387.39,381.97,378.71,1590.15,1588.53,1590.24,1573.64,1550.08,Denzel,0.0884685400529293,-40.0700000000002,10.81,41.5025420908167,M,122.190328827994,-452.929368745398,469.122041190986,teen
4474,face,212.814335668261,212.948441181351,SAY,425.27,422.07,405.65,405,385.93,1488.58,1505.62,1555.3,1569.33,1525.27,Denzel,0.134105513089878,36.6900000000001,-39.34,53.7939745696486,M,-293.351101633191,273.590541914636,401.131715842254,teen
4475,lot,215.966737780921,216.062359669014,JOB,450.79,476.96,472.73,464.74,449.08,1118.53,1114.9,1027.14,1013.17,1021.21,Denzel,0.0956218880928645,-97.3199999999999,-1.71000000000004,97.3350219602379,M,-17.8829349023034,-1017.75861093107,1017.91570843811,teen
4476,lot,227.737543716873,227.873162802536,JOB,440.94,453.87,453.61,448.14,430.92,1062.96,995.76,970.31,916.23,938.82,Denzel,0.135619085662711,-124.14,-10.02,124.54372726075,M,-73.8834062406235,-915.357889292516,918.334809972796,teen
4477,lot,228.996760813266,229.091956358815,JOB,433.57,465.5,477.82,466.13,455.75,1025.93,1002.2,992.84,974.22,950.1,Denzel,0.0951955455491884,-75.83,22.18,79.0072230875127,M,232.994095175802,-796.570885355323,829.946639117573,teen
4478,goat,229.857276111749,229.962686718573,DON'T,408.78,400.29,408.19,467.15,510.91,923.71,857.97,815.64,930.13,1018.42,Denzel,0.105410606824563,94.7099999999999,102.13,139.285753040288,M,968.877830007914,898.486431803088,1321.36373403204,teen
4479,face,229.984811920896,230.100962777564,HATE,535.52,479.32,451.92,440.67,446.9,1644.13,1672.43,1667.48,1755.82,1742.83,Denzel,0.116150856667701,98.6999999999998,-88.62,132.646878591243,M,-762.973279254713,849.756969786053,1142.02238706457,teen
4480,face,231.676864882286,231.831799339619,SAYING,434.53,415.71,412.54,426.93,450.67,1592.11,1615.96,1581.71,1585.07,1545.36,Denzel,0.154934457333297,-46.75,16.14,49.4576798889718,M,104.173082462085,-301.740495979089,319.216788442211,teen
4481,goat,234.755511154182,234.819739050476,DON'T,453.46,454.07,448.53,443.08,440.06,965.9,941,951.06,970.58,996.82,Denzel,0.0642278962935166,30.9200000000001,-13.4,33.69875962109,M,-208.632086263,481.410754272537,524.674815240549,teen
4482,price,234.875291879604,234.99674117266,LIKE,619.37,620.51,610.36,592.41,578.15,1355.81,1387.25,1436.15,1483.4,1482.68,Denzel,0.121449293055292,126.87,-41.22,133.398220752752,M,-339.400905209336,1044.63349936702,1098.38614451234,teen
4483,price,235.648058175651,235.758044486753,WHY,601.19,620.84,617.59,594.71,561.84,1150.45,1193.67,1278.74,1306.65,1299.4,Denzel,0.109986311101466,148.95,-39.35,154.060134363177,M,-357.771795470968,1354.25943927321,1400.72098809689,teen
4484,goat,236.639223575735,236.722266041552,OWN,417.25,416.76,414.96,412.63,399.16,734.43,736.58,745.08,773.51,816.93,Denzel,0.0830424658165612,82.5,-18.09,84.460038479745,M,-217.840352187523,993.467609478752,1017.07045484795,teen
4485,price,237.225479268454,237.285705724467,WHY,618.15,616.22,608.81,598.59,587.15,1159.19,1300.02,1365.19,1496.11,1560.92,Denzel,0.0602264560124297,401.73,-31,402.924301699463,M,-514.72396107123,6670.32441552081,6690.15459943893,teen
4486,price,237.516421474442,237.58799136859,LIKE,595.96,614.87,609.33,579.87,547.1,1344.03,1408.19,1419.89,1450.96,1469.99,Denzel,0.0715698941482685,125.96,-48.86,135.104482531114,M,-682.68928690573,1759.95789149909,1887.72785175878,teen
4487,fleece,237.89034399093,237.994246773202,POLICE,321.33,303.69,295.26,310.55,283.95,1805.15,1888.74,1911.02,1988.24,1825.82,Denzel,0.103902782272542,20.6699999999998,-37.38,42.7143219541174,M,-359.759374892873,198.935962521017,411.098923627239,teen
4488,face,241.9190973534,242.071028521038,SAY,379.73,390.47,375.48,362.62,385.59,1757.9,1783.28,1729.81,1723.72,1512.01,Denzel,0.151931167638139,-245.89,5.85999999999996,245.959817246639,M,38.5700978350734,-1618.43026564271,1618.88979773033,teen
4489,price,244.159529289494,244.255843670802,MY,594.35,605.43,598.69,587.66,577.75,981.19,994.01,995.59,987.13,982.1,Denzel,0.0963143813080762,0.909999999999968,-16.6,16.624924059977,M,-172.352246617277,9.44822556757329,172.611024793895,teen
4490,fleece,247.626529587012,247.709345291576,PEOPLE,327.69,307.85,293.86,284.63,277.33,1766.48,1789.87,1854.56,1890.66,1718.31,Denzel,0.0828157045636431,-48.1700000000001,-50.36,69.6884387829144,M,-608.097223411277,-581.652963695816,841.488207461418,teen
4491,face,247.912699243746,247.97152203971,THEY,429.58,434.5,435.61,412.77,397,1598.82,1622.36,1630.27,1633.19,1644.67,Denzel,0.0588227959638346,45.8500000000001,-32.58,56.2465901188686,M,-553.866905953107,779.459718782997,956.203954559557,teen
4492,goat,248.016255705745,248.087808853119,DON'T,440.46,485.66,492.02,537.27,582.91,1134.27,1089.37,1023.03,1012.3,1009.67,Denzel,0.0715531473732085,-124.6,142.45,189.254227165472,M,1990.82787032422,-1741.36295291259,2644.94622687044,teen
4493,fleece,248.807901846453,248.923298273155,POLICE,295.74,292.66,288.13,294.82,304.53,1901.69,1988.52,1986.4,2024.05,1842.36,Denzel,0.115396426702546,-59.3300000000002,8.78999999999996,59.9776041535507,M,76.1722026511071,-514.140703445986,519.752698306276,teen
4494,face,249.323846653165,249.412536717251,SAYING,404.22,400.63,397.59,391.88,411.85,1682.62,1715.84,1584.25,1578.24,1560.35,Denzel,0.0886900640859096,-122.27,7.63,122.507835667765,M,86.0299299435527,-1378.6211709303,1381.30282045008,teen
4495,face,250.960543994123,251.075213151927,SAYING,437.98,437.33,479.38,473.31,460.69,1595.16,1648.63,1617.19,1634.23,1610.52,Denzel,0.114669157803974,15.3599999999999,22.71,27.4166682877405,M,198.048022981232,133.950578291136,239.093657028589,teen
4496,lot,255.054875542302,255.122909252371,NOT,499.45,521.95,520,513.58,494.6,908,907.78,893.03,868.99,816.47,Denzel,0.0680337100687609,-91.53,-4.84999999999997,91.6584060520365,M,-71.2881892682044,-1345.36246674614,1347.24985539372,teen
4497,face,256.046152034327,256.1149689861,CHASED,400.94,384.4,379.43,378.24,367.85,1761.5,1748.82,1729.72,1694.83,1647.74,Denzel,0.0688169517731012,-113.76,-33.09,118.474831504417,M,-480.840826968073,-1653.08106605887,1721.59371276782,teen
4498,price,256.224023336369,256.291729129047,BY,523.14,544.04,595.6,614.57,586.81,1099.37,1137.16,1176.37,1233.25,1170.46,Denzel,0.0677057926786233,71.0900000000001,63.67,95.4340452878322,M,940.392209898792,1049.98401447629,1409.5403290059,teen
4499,fleece,256.521827632461,256.687731877697,POLICE,314.35,340.42,306.52,322.89,328.25,1939.11,2026.07,2007.19,2032.12,2004.1,Denzel,0.165904245235879,64.99,13.9,66.4598382483737,M,83.7832689587737,391.731989182065,400.591546972668,teen
4500,goat,262.795231104532,262.920564536045,DON'T,442.69,461.97,432.06,423.35,410.41,1023.89,889.93,762.23,746.9,710.53,Denzel,0.125333431513809,-313.36,-32.28,315.018234392868,M,-257.552989733976,-2500.21080740516,2513.44139060104,teen
4501,goat,263.6559473419,263.750069752539,DON'T,428.81,416.78,404.02,384.74,388.21,1052.64,854.5,743.54,705.8,694.15,Denzel,0.0941224106389882,-358.49,-40.6,360.781706991915,M,-431.353167905182,-3808.76347690465,3833.11163135965,teen
4502,price,264.298693966075,264.412604406592,LIFESTYLE,593.42,590.51,587.33,578.14,554.15,1377.69,1402.54,1396.69,1428.26,1432.92,Denzel,0.113910440517088,55.23,-39.27,67.7678817730051,M,-344.744518779286,484.854590582632,594.922480023585,teen
4503,price,265.131710570753,265.196876008135,BY,495.76,515.5,517.65,519.73,497.95,1084.43,1107.3,1112.76,1142.72,1142.87,Denzel,0.0651654373821202,58.4399999999998,2.19,58.4810199979445,M,33.6067720555327,896.794410468183,897.423885226469,teen
4504,goat,313.494858792002,313.591228701004,SOCIALISE,411.94,414.94,422.14,423.77,426.57,903.7,885.61,881.86,921.79,1029.75,Denzel,0.0963699090025898,126.05,14.63,126.896175671294,M,151.810872827605,1307.98089678193,1316.76139351635,teen
4505,price,313.785436723896,313.955646047239,SOCIALISE,507.06,518.99,500.36,467.51,449.24,1276.73,1310.17,1362.28,1372.48,1415.39,Denzel,0.170209323342874,138.66,-57.82,150.232313434893,M,-339.69937054227,814.643976468197,882.632692994503,teen
4506,goat,315.316172792085,315.4370526343,DON'T,503.9,508.47,496.37,473.96,461.3,1052.78,991.22,899.1,883.92,864.82,Denzel,0.120879842215572,-187.96,-42.6,192.72706504277,M,-352.416078803519,-1554.9325392467,1594.36893290338,teen
4507,price,336.830276727975,336.966319463241,FIRE,540.75,558.29,557.55,538.43,520.01,1026.65,1130.94,1185.52,1171.92,1096.53,Denzel,0.136042735265505,69.8799999999999,-20.74,72.8928117169312,M,-152.452094994438,513.662121418097,535.80818979177,teen
4508,price,345.002637332563,345.156623901022,LIFE,621.85,627.01,632.32,608.53,579.69,1280.92,1307.68,1343.1,1381.09,1361.12,Denzel,0.153986568459004,80.1999999999998,-42.16,90.6063220752281,M,-273.790113137201,520.824645958336,588.404060055084,teen
4509,face,367.617722468698,367.682210136802,SAYING,461.86,448.1,438.36,437.15,443.47,1565.58,1581.27,1595.72,1568.54,1553.39,Denzel,0.0644876681043343,-12.1899999999998,-18.39,22.0632771817787,M,-285.170801497224,-189.028388811914,342.131725806593,teen
4510,trap,368.441329969587,368.501136595311,HAPPENED,661.09,641.21,629.49,615.95,591.68,1236.08,1224.37,1188.38,1162.01,1137.91,Denzel,0.0598066257243204,-98.1699999999998,-69.4100000000001,120.229351657571,M,-1160.57375181049,-1641.45692573455,2010.30153768865,teen
4511,face,375.396330818042,375.510883705863,SAYING,421.55,422.59,444.48,445.01,451,1570.24,1534.14,1562.46,1689.9,1634.41,Denzel,0.114552887821787,64.1700000000001,29.45,70.6051796966767,M,257.086491314092,560.177933705443,616.354428414926,teen
4512,price,377.496813710099,377.574947428391,LIKE,634.64,645.86,625.78,624.02,576.83,1492.21,1519.38,1529.99,1573.87,1583.23,Denzel,0.0781337182914967,91.02,-57.8099999999999,107.8268820842,M,-739.885433127933,1164.92600109504,1380.03008741918,teen
4513,face,379.447439909297,379.540983345719,ESTATE,393.65,403.67,400.68,386.38,370.62,1624.56,1667.44,1711.43,1739.76,1738.58,Denzel,0.0935434364221805,114.02,-23.03,116.322574335337,M,-246.195787549016,1218.89898811718,1243.51401642281,teen
4514,foot,381.57322792303,381.732540450443,BUSH,370.34,366.58,377.32,388.16,412.16,822.96,822.33,801.12,983.8,1131.35,Denzel,0.159312527413135,308.39,41.8200000000001,311.212635508265,M,262.502897161069,1935.75486502874,1953.47246422886,teen
4515,price,383.004152951503,383.170926151555,LIKE,584.06,597.04,598.87,581.04,522.99,1361.53,1379.43,1443.11,1460.19,1449.05,Denzel,0.166773200051978,87.52,-61.0699999999999,106.720641396123,M,-366.185933836889,524.784557547152,639.914814627659,teen
4516,price,383.487581730264,383.645769056719,FIRE,595.06,622.5,626.01,613.47,577.16,1121.15,1249.88,1350.66,1373.72,1388.86,Denzel,0.158187326454993,267.71,-17.9,268.307760044319,M,-113.156979140758,1692.36060814371,1696.13941936529,teen
4517,foot,383.818315541601,383.901550097859,BUSH,371.66,379.88,397.25,400.08,408.51,829.83,839.33,909.81,982.84,1053.97,Denzel,0.083234556257878,224.14,36.85,227.148986570489,M,442.724772699346,2692.87192816368,2729.02261732175,teen
4518,price,386.96951442909,387.138002930011,FIRE,629.47,637.74,625.79,595.14,564.93,1232.78,1321.46,1365.44,1437.48,1449.24,Denzel,0.168488500920944,216.46,-64.5400000000001,225.876831923949,M,-383.052847210521,1284.71675406243,1340.60681108399,teen
4519,price,387.936545923505,388.097162143208,FIRES,653.05,670.14,668.19,631.24,592.96,1228.58,1339.2,1413.46,1479.7,1524.94,Denzel,0.160616219702433,296.36,-60.0899999999999,302.390571446929,M,-374.121618049075,1845.14366325552,1882.6901293478,teen
4520,foot,388.3879138322,388.52526325735,BUSH,423.7,431.34,434.14,431.16,419.82,868.97,875.3,956.94,1006.46,1058.12,Denzel,0.137349425150148,189.15,-3.88,189.189790686495,M,-28.2491171387026,1377.14446051175,1377.4341645746,teen
4521,price,389.864779419814,389.968827003023,LIE,629.26,652.55,673.48,653.57,628.5,1569.08,1603.01,1589.43,1576.32,1590.48,Denzel,0.104047583209535,21.4000000000001,-0.759999999999991,21.413491074554,M,-7.30435034199184,205.675128050826,205.80479059692,teen
4522,price,390.6578999059,390.720609279609,LIKE,591.18,633.03,617.67,616.85,594.22,1477.08,1505.58,1536.9,1528.44,1519.55,Denzel,0.062709373709481,42.47,3.04000000000008,42.5786624966074,M,48.4776010375059,677.251222389086,678.984017506939,teen
4523,price,390.831117598065,390.934794072668,NINE,625.45,667.87,673.87,664.08,623.73,1547.36,1529.99,1535.55,1547.61,1544.75,Denzel,0.103676474602764,-2.6099999999999,-1.72000000000003,3.12577990268022,M,-16.5900702795905,-25.1744671103074,30.1493652697648,teen
4524,price,391.672047619048,391.836956432846,SLY,574.34,603.05,588.48,580.25,570.65,1395.57,1433.54,1457.93,1511.39,1530.56,Denzel,0.164908813798718,134.99,-3.69000000000005,135.040424318054,M,-22.3760023190994,818.573591613873,818.879362523823,teen
4525,price,397.716686103013,397.882514663221,LIFE,560.03,557.46,553.91,538.59,530.36,1228.94,1226.5,1289.23,1351.3,1395.68,Denzel,0.165828560208354,166.74,-29.67,169.359193727415,M,-178.919722650437,1005.49627754411,1021.29086518405,teen
4526,goat,451.27658534397,451.451066790353,NO,482.59,436.73,410.48,410.69,416.89,900.04,884.66,898.37,905.09,1069.4,Denzel,0.174481446382799,169.36,-65.7,181.657093448068,M,-376.544333864927,970.647616185145,1041.12555927308,teen
4527,goat,451.542524217178,451.667574701924,NO,431.58,440.12,428.87,452.11,475.78,851.82,879.3,817.41,898.51,916.04,Denzel,0.125050484746282,64.2199999999999,44.2,77.9605566937537,M,353.45724640475,513.552587423371,623.432662831574,teen
4528,goat,452.907244388392,453.176681661912,GO,419.26,406.28,401.15,406.48,416.13,808.78,764.31,744.34,737.15,754.69,Denzel,0.269437273519998,-54.0899999999999,-3.13,54.1804854167992,M,-11.6168040119649,-200.751734507087,201.087565610249,teen
4529,goat,454.173987727406,454.445595867977,GO,425.79,425.98,426.86,428.52,408.24,780.39,746.3,755.02,772.49,762.86,Denzel,0.271608140570379,-17.53,-17.55,24.8053099154193,M,-64.6151472601111,-64.541511764658,91.3275642745021,teen
4530,price,455.541626369934,455.632278422863,LIKE,546.78,566.32,545.28,525.39,502.42,1407.36,1356.9,1317.74,1271.33,1176.44,Denzel,0.0906520529297268,-230.92,-44.36,235.142203783157,M,-489.343578731612,-2547.32234447033,2593.89827570081,teen
4531,goat,455.934311014529,456.048470169677,DON'T,446.45,442.43,450.18,464.3,473.8,1001.05,889.2,835.08,805.04,814.8,Denzel,0.114159155147775,-186.25,27.35,188.247403700556,M,239.577806655948,-1631.49420437551,1648.99086242252,teen
4532,goat,456.061002961729,456.197097505669,OWN,452.3,423.42,435.23,435.99,423.3,749.63,707.91,712.98,770.74,922.18,Denzel,0.136094543939976,172.55,-29,174.970004572212,M,-213.08716103116,1267.8686081354,1285.65039792765,teen
4533,trap,459.024147417524,459.076408866577,BLACK,622.04,644.01,658.72,662.39,655.55,1494.34,1495.67,1486.42,1500.05,1513.24,Denzel,0.0522614490531623,18.9000000000001,33.51,38.4724589804187,M,641.199212940161,361.643244541006,736.153697944408,teen
4534,goat,459.403588169887,459.516329465119,BOTH,402.59,456,466.15,470.71,484.09,704.67,719.45,707.89,754.51,834.23,Denzel,0.112741295232524,129.56,81.5,153.062221334985,M,722.893947882272,1149.17963052303,1357.64114665616,teen
4535,price,462.323428926073,462.413096135337,LIKE,577.02,592.51,582.81,567.41,567.37,1164.36,1203.56,1201.33,1319.2,1357.88,Denzel,0.08966720926378,193.52,-9.64999999999998,193.760452363221,M,-107.620166605296,2158.20255351886,2160.88416216036,teen
4536,face,463.013076142738,463.176953122625,RAISED,364.31,343.18,330.93,311.16,345.82,1611.96,1746.71,1761.37,1766.56,1766.27,Denzel,0.163876979887448,154.31,-18.49,155.413822422589,M,-112.828537679295,941.620965348405,948.356642460268,teen
4537,price,463.509019484337,463.562291430461,LIKE,559.43,562.17,546.28,532.15,516.26,1370.16,1399,1441.65,1491.98,1504.99,Denzel,0.0532719461240845,134.83,-43.17,141.57251781331,M,-810.370244395533,2530.97567875491,2657.54356868341,teen
4538,goat,463.964090872411,464.084075848026,WHOLE,468.98,461.05,448.96,440.96,419.2,709.02,645.24,637.35,643.78,617,Denzel,0.119984975615637,-92.02,-49.78,104.621837108703,M,-414.885278299064,-766.929355345117,871.957814483801,teen
4539,face,464.784113241256,464.888605673562,RAISED,384.73,366.36,358.3,340.71,339.25,1719.83,1757.04,1753.14,1766.05,1739.14,Denzel,0.104492432305847,19.3100000000002,-45.48,49.4095790307913,M,-435.246830764558,184.798071725235,472.853181234891,teen
4540,face,479.369844216273,479.439858014193,RACISM,411.03,391.48,373.66,372.8,374.61,1558.83,1658.01,1680.47,1700.81,1644.47,Denzel,0.0700137979205238,85.6400000000001,-36.42,93.0624843854924,M,-520.183179340481,1223.18746509387,1329.20205944452,teen
4541,face,479.765159904599,479.830453605442,RACISM,396.82,389.38,398.78,423.22,420.61,1553.67,1711.31,1724.83,1688.68,1691.76,Denzel,0.0652937008429149,138.09,23.79,140.124274128361,M,364.353677198273,2114.90539236274,2146.06114095868,teen
4542,price,481.103209889398,481.302290863397,DIE,614.02,633.09,618.89,599.49,587.54,1439.72,1420.78,1414.56,1506.76,1534.75,Denzel,0.199080973999116,95.03,-26.48,98.6503487069356,M,-133.011203773383,477.343455233557,495.528762619846,teen
4543,face,482.901980347695,482.964578511817,RACISM,367.72,358.55,357,359.63,374.61,1401.33,1567.22,1707.46,1657.46,1676.51,Denzel,0.0625981641225053,275.18,6.88999999999999,275.266242935817,M,110.067125715,4395.97556665511,4397.35328974054,teen
4544,goat,599.711987366375,599.797953880477,NO,471.23,467.26,466.64,466.73,462.64,862.58,834.65,830.38,835.53,845.66,Denzel,0.0859665141017558,-16.9200000000001,-8.59000000000003,18.9756291068308,M,-99.9226278947675,-196.820822349182,220.732797009426,teen
4545,face,600.674649993331,600.769897039897,THEY,432.52,419.92,422.84,402.03,396.88,1707.79,1703.4,1731.34,1716.99,1720.78,Denzel,0.0952470465663282,12.99,-35.64,37.9334904800494,M,-374.184830761981,136.382181582439,398.264217606299,teen
4546,goat,602.638296017822,602.746724786011,TOLD,448.05,445.56,438.68,445.72,447.08,958.75,873.93,840.91,907.23,1040.06,Denzel,0.108428768188105,81.3099999999999,-0.970000000000027,81.3157856753533,M,-8.94596532091231,749.893237364287,749.946596592194,teen
4547,price,606.376081035923,606.475301646975,NINE,597.47,591.39,599.78,588.07,539.03,1435.11,1428.27,1461.55,1487.41,1536.8,Denzel,0.0992206110513507,101.69,-58.4400000000001,117.286357689204,M,-588.990527076627,1024.88786273823,1182.07655089428,teen
4548,price,606.725518321727,606.916704371671,FIVE,568.29,590.03,592.08,603.61,533.6,1147.14,1227.98,1265.65,1311.43,1354.23,Denzel,0.191186049944008,207.09,-34.6899999999999,209.975389510295,M,-181.446292813516,1083.18572438026,1098.27777482609,teen
4549,price,608.451102612639,608.529553911021,WHY,579.72,592.58,590.18,546.82,506.28,1154.12,1227.93,1345.27,1420.2,1494.57,Denzel,0.0784512983819923,340.45,-73.4400000000001,348.280972922725,M,-936.122174070449,4339.63499676312,4439.45454193616,teen
4550,face,608.563856092343,608.640763923456,THEY,440.42,450.35,439.76,414.81,391.19,1595.52,1597.16,1597.66,1622.69,1590.71,Denzel,0.0769078311127487,-4.80999999999995,-49.23,49.4644215573174,M,-640.116868304707,-62.5423956235143,643.164952666542,teen
4551,price,608.946704298741,609.045734010499,NINE,583.82,589.8,588.54,578.79,542,1462.09,1469.68,1455.82,1468.73,1485.46,Denzel,0.099029711758476,23.3700000000001,-41.8200000000001,47.9068815516102,M,-422.297503016015,235.989781097185,483.762708190553,teen
4552,price,609.248862538552,609.340884789813,FIVE,510.87,539.87,546.17,503.53,463.7,1322.65,1329.95,1326.5,1300.48,1263.39,Denzel,0.0920222512615965,-59.26,-47.17,75.7413790473873,M,-512.593414672147,-643.974682074866,823.076788591851,teen
4553,face,609.565335034014,609.641613756614,THEY,428.51,404.37,403.82,394.66,370.52,1698.49,1715.22,1736.41,1764.69,1698.2,Denzel,0.0762787226001365,-0.289999999999964,-57.99,57.990725120488,M,-760.23821615356,-3.80184657155553,760.247722349564,teen
4554,face,609.7304139005,609.847112362186,THEY,396.22,391.18,404.42,407.27,405.53,1679.14,1696.64,1673.45,1676.27,1660.42,Denzel,0.116698461686269,-18.72,9.30999999999995,20.9072834198994,M,79.7782581318755,-160.413425588477,179.156461171753,teen
4555,price,609.969083403426,610.051572184429,LIKE,530.22,537.91,523.12,495.21,467.67,1544.59,1564.3,1585.2,1615.47,1608.06,Denzel,0.082488781002894,63.47,-62.55,89.1119711374404,M,-758.284935715143,769.437967543407,1080.29201127744,teen
4556,face,610.121783733574,610.188641399417,THEY,388.56,382.09,369.21,355.53,345.34,1615.26,1648.57,1660.51,1665.08,1646.8,Denzel,0.0668576658431448,31.54,-43.22,53.504579243276,M,-646.44793465268,471.748446528124,800.275908058224,teen
4557,price,610.386125444307,610.512839521351,DECIDED,581.31,581,525.91,496.29,467.15,1421.76,1486.2,1528.96,1560.23,1564.38,Denzel,0.126714077043857,142.62,-114.16,182.682703067368,M,-900.925948112995,1125.52609250066,1441.69225179409,teen
4558,price,610.826369145359,610.910849874196,NINE,571.99,583.11,580.07,576.76,556.11,1451.44,1466.54,1496.68,1501.48,1487.87,Denzel,0.0844807288369793,36.4299999999998,-15.88,39.740650472784,M,-187.971863152877,431.222605457133,470.410838304564,teen
4559,price,611.154062470992,611.296963279936,FIVE,598.37,600.86,595.18,579.83,558.99,1192.68,1237.09,1302.35,1325.14,1357.45,Denzel,0.142900808943295,164.77,-39.38,169.410558407674,M,-275.57576679378,1153.03755953812,1185.51154230973,teen
4560,price,611.650863448051,611.750043210758,LIKE,593.01,594.32,637.12,634.85,613.76,1362.89,1376.71,1332.09,1275.89,1198.79,Denzel,0.0991797627060578,-164.1,20.75,165.406688196095,M,209.216068216431,-1654.57141177428,1667.74635957051,teen
4561,price,614.805102551531,614.888509610193,NINE,547.72,559.6,539.36,538.74,544.17,1370.57,1381.47,1401.11,1434.52,1436.72,Denzel,0.0834070586621465,66.1500000000001,-3.55000000000007,66.2451885045247,M,-42.5623449255045,793.098342766781,794.239595150589,teen
4562,price,615.121614746428,615.263282097649,FIVE,545.46,559.19,554.66,528.63,507.08,1119.81,1188.93,1202.52,1266.51,1245.69,Denzel,0.141667351221486,125.88,-38.3800000000001,131.600907291705,M,-270.916337949991,888.560412223677,928.943092088714,teen
4563,price,616.060774942086,616.148055278408,I,612.79,632.25,631.82,620.03,530.05,1028.26,1091.28,1035.07,1007.03,1094.84,Denzel,0.0872803363214416,66.5799999999999,-82.74,106.201713733819,M,-947.979848465293,762.829324520415,1216.78854837008,teen
4564,goat,616.257551053367,616.344140281627,TOLD,452.31,472.04,470.54,469.92,455.22,875.04,827.72,891.32,995.13,996,Denzel,0.0865892282599816,120.96,2.91000000000003,120.994998656969,M,33.6069515628762,1396.94050207748,1397.34469388831,teen
4565,price,617.085591468699,617.167372598162,WHY,566.82,546.06,498.36,455.97,407.26,1163.75,1260.37,1334.17,1399.14,1440.2,Denzel,0.0817811294627973,276.45,-159.56,319.192725637662,M,-1951.06133955492,3380.36417222336,3903.01195073204,teen
4566,goat,617.455403250189,617.564674981104,GO,451.8,460.99,469.28,445.02,402.7,811.71,808.68,817.97,806.43,781.36,Denzel,0.109271730914656,-30.35,-49.1,57.72289407159,M,-449.338539702902,-277.747956822466,528.250935428789,teen
4567,price,617.651764561717,617.730383586961,WHY,612.53,630.55,642.2,596.68,520.4,1179.98,1233.95,1403.2,1489.33,1497.62,Denzel,0.0786190252439383,317.64,-92.13,330.731169531993,M,-1171.85375567988,4040.24342726751,4206.75744205431,teen
4568,goat,620.750103595418,620.914222028341,NO,597.49,585.32,630.24,626.31,605.31,1000.92,935.01,959.07,1043.66,1136.75,Denzel,0.164118432922805,135.83,7.81999999999994,136.054920160941,M,47.6485173586697,827.634029773421,829.004504478397,teen
4569,goat,621.919995464853,621.987573446212,DON'T,377.43,417.6,430.78,433.11,428.89,1027.98,992.6,985.01,1005.94,1020.62,Denzel,0.0675779813595909,-7.36000000000001,51.46,51.9836628182355,M,761.490635924369,-108.911214154749,769.23965132406,teen
4570,goat,622.819295792391,622.910423430736,DON'T,456.47,444.91,427.84,458.66,403.6,935.94,911.76,948.93,985.85,1033.4,Denzel,0.0911276383448012,97.46,-52.87,110.876906973454,M,-580.175246064809,1069.48892531637,1216.72095302116,teen
4571,price,746.612493529119,746.727699215379,LIFE,613.81,609.52,600.91,613.16,602.52,1377.52,1420.91,1437.85,1460.25,1447.13,Denzel,0.115205686260424,69.6100000000001,-11.29,70.5196157108079,M,-97.9986350194452,604.223647803684,612.119227790522,teen
4572,goat,785.175779345295,785.284204988662,OLD,475.75,477.92,464.75,475.44,453.82,761.1,789.37,843.25,939.4,1099.82,Denzel,0.108425643367013,338.72,-21.93,339.429172729746,M,-202.258426318657,3123.98422994325,3130.52486652814,teen
4573,face,785.384127883958,785.501932482244,DAYS,355.42,363.31,373.73,360.26,434.22,1731.02,1741.27,1783.93,1758.36,1681.18,Denzel,0.11780459828617,-49.8399999999999,78.8,93.2387558904557,M,668.904280022921,-423.073468481502,791.469579684495,teen
4574,goat,786.655790123457,786.767912212504,OLD,491.51,465.63,445.18,420.88,416.48,716.87,723.19,837.9,956.33,1118.94,Denzel,0.112122089047261,402.07,-75.03,409.010740445774,M,-669.18125266444,3586.00168277744,3647.90509988955,teen
4575,face,786.833496624704,786.913250117657,DAYS,368.91,351.21,326.66,317.01,307.08,1686.22,1689.66,1744.16,1670.1,1642.32,Denzel,0.0797534929536141,-43.9000000000001,-61.83,75.8298021888493,M,-775.263850022987,-550.446110561365,950.802270603409,teen
4576,price,788.019576806125,788.357097505669,OUTSIDE,633.15,631.25,592.03,567.13,514.72,1413.48,1490.39,1551.65,1576.96,1575.94,Denzel,0.337520699543575,162.46,-118.43,201.044563467904,M,-350.882183404311,481.333441829472,595.6510630008,teen
4577,face,788.559939747328,788.681580347695,PLAY,443.52,396.27,384.74,393.97,368.27,1724.56,1753.41,1836.88,1850.33,1838.8,Denzel,0.121640600367073,114.24,-75.25,136.796710852272,M,-618.625687253427,939.16011311404,1124.59746531555,teen
4578,face,790.037804391932,790.172790986945,CONVERSATION,372.45,361.23,335.66,321.78,317.13,1666.28,1708.1,1689.63,1755.03,1772.2,Denzel,0.13498659501272,105.92,-55.32,119.49622922921,M,-409.818471195507,784.670507393856,885.245155031503,teen
4579,price,792.491732075546,792.65122480768,OUTSIDE,661.11,611.49,592.49,590.77,575.5,1346.56,1386.67,1388.81,1451.14,1451.36,Denzel,0.159492732133799,104.8,-85.61,135.322252789406,M,-536.764270413159,657.083232558101,848.454039121254,teen
4580,goat,792.745215559475,792.817382401109,MOST,408.38,402.8,410.05,413.03,422.9,747.74,767.87,818.5,861.04,935.19,Denzel,0.0721668416337025,187.45,14.52,188.011523317056,M,201.200435979992,2597.45328680782,2605.23419150511,teen
